"LOCAL","SP_DYN_LE00_IN","SP_DYN_IMRT_IN","NY_GDP_MKTP_CD","NY_GDP_PCAP_CD","NY_GDP_MKTP_KD_ZG","200343","200144","200345","200151","SP_RUR_TOTL_ZS","200101","ANO"
"DOM","74.0","25.0","7.9997975622E10","7609.0","4.7","2970.0","1918.0","4902.0","723.0","20.0","10513.0","2017"
"BGR",,,"6.7927179737E10","9738.0","3.4","1028.0","618.0","3867.0","1488.0","25.0","7000.0","2019"
"STP","70.0","25.0","3.75040835E8","1811.0","3.9","89.0","39.0","73.0","6.0","28.0","207.0","2017"
"PRI",,,"1.049886E11","32874.0","1.2","477.0","345.0","1534.0","578.0","6.0","2933.0","2019"
"CPV",,,"1.981845741E9","3604.0","5.7","156.0","96.0","271.0","26.0","34.0","550.0","2019"
"TTO",,,"2.4100202834E10","17276.0",,"283.0","175.0","782.0","155.0","47.0","1395.0","2019"
"PRI","80.0",,"1.009799E11","31622.0","-4.7","512.0","371.0","1589.0","568.0","6.0","3040.0","2018"
"JOR",,,"4.3743661972E10","4330.0","2.0","3390.0","1956.0","4362.0","393.0","9.0","10102.0","2019"
"SLV",,,"2.702264E10","4187.0","2.4","1733.0","1243.0","2930.0","547.0","27.0","6454.0","2019"
"CHN",,,"1.4342902842916E13","10262.0","6.1","255278.0","171398.0","842621.0","164486.0","40.0","1433784.0","2019"
"GRC","81.0","4.0","2.03588424288E11","18930.0","1.5","1501.0","1068.0","5739.0","2262.0","21.0","10569.0","2017"
"LBR","63.0","55.0","3.285455E9","699.0","2.5","1950.0","917.0","1684.0","152.0","49.0","4702.0","2017"
"LIE","83.0",,"6.268391521E9","167291.0",,"6.0","4.0","21.0","6.0","86.0","37.0","2015"
"PLW",,,,,,"4.0","2.0","10.0","2.0","20.0","18.0","2019"
"ESP","83.0","3.0","1.312551705955E12","28170.0","2.9","6859.0","4497.0","26361.0","8931.0","20.0","46647.0","2017"
"NGA","54.0","77.0","3.75745486521E11","1969.0","0.8","84009.0","36344.0","65272.0","5247.0","50.0","190873.0","2017"
"SSD","57.0","64.0",,,,"4589.0","2208.0","3742.0","373.0","81.0","10911.0","2017"
"BEL","82.0","3.0","5.42685915417E11","47491.0","1.5","1958.0","1306.0","6061.0","2157.0","2.0","11482.0","2018"
"BOL",,,"4.0895322865E10","3552.0","2.2","3526.0","2183.0","4960.0","845.0","30.0","11513.0","2019"
"LSO","54.0","66.0","2.575892261E9","1222.0","-0.5","690.0","421.0","895.0","103.0","72.0","2108.0","2018"
"UGA","61.0","39.0","3.2124730771E10","840.0","5.2","18343.0","7837.0","11325.0","720.0","78.0","38225.0","2015"
"BGR","75.0","6.0","6.6200847918E10","9424.0","3.1","1029.0","629.0","3911.0","1482.0","25.0","7052.0","2018"
"PRT","81.0","3.0","1.99313894327E11","19242.0","1.8","1461.0","1087.0","5668.0","2153.0","36.0","10368.0","2015"
"SOM","56.0","83.0",,,,"6508.0","2821.0","4083.0","386.0","57.0","13797.0","2015"
"TZA","65.0","38.0","5.8001200572E10","1061.0","5.4","24833.0","10937.0","19078.0","1465.0","66.0","56313.0","2018"
"BLZ","74.0","12.0","1.7751E9","4818.0","0.1","116.0","76.0","160.0","17.0","55.0","368.0","2016"
"MHL",,"28.0","2.12881E8","3667.0","4.1","22.0","11.0","22.0","3.0","23.0","58.0","2017"
"TCA",,,"1.02231201E9","27142.0","5.3","8.0","6.0","22.0","2.0","7.0","38.0","2018"
"MNP",,,"1.25E9","22247.0","28.3","13.0","9.0","31.0","3.0","9.0","56.0","2016"
"PAN","78.0","13.0","6.51282E10","15593.0","3.7","1130.0","692.0","2016.0","339.0","32.0","4177.0","2018"
"COD",,,"4.7319624204E10","545.0","4.4","39925.0","16571.0","27676.0","2618.0","55.0","86791.0","2019"
"GRD","72.0","14.0","1.061631222E9","9628.0","3.7","26.0","18.0","56.0","11.0","64.0","110.0","2016"
"MEX","75.0","11.0","1.220699479846E12","9673.0","2.1","33512.0","22126.0","61437.0","9116.0","20.0","126191.0","2018"
"CHL","80.0","6.0","2.77044950259E11","14999.0","1.2","3699.0","2775.0","9929.0","2067.0","13.0","18470.0","2017"
"KIR","68.0","41.0","1.96737896E8","1698.0","2.3","41.0","21.0","49.0","5.0","46.0","116.0","2018"
"VIR","80.0",,,,,"21.0","13.0","50.0","20.0","4.0","105.0","2018"
"VIR",,,,,,"20.0","13.0","50.0","21.0","4.0","105.0","2019"
"RUS","72.0","7.0","1.574199387071E12","10720.0","1.8","25663.0","14202.0","84908.0","20757.0","26.0","145530.0","2017"
"VAT",,,,,,,,,,,"1.0","2015"
"VAT",,,,,,,,,,,"1.0","2016"
"SVN","81.0","2.0","4.465153726E10","21623.0","3.1","307.0","197.0","1187.0","383.0","46.0","2074.0","2016"
"GUM","80.0",,"5.851E9","35616.0","0.2","41.0","28.0","80.0","16.0","5.0","164.0","2017"
"AUS","83.0","3.0","1.4339043485E12","57396.0","2.9","4778.0","3118.0","13103.0","3898.0","14.0","24898.0","2018"
"VAT",,,,,,,,,,,"1.0","2017"
"BWA","68.0","32.0","1.5646316818E10","7244.0","4.3","750.0","403.0","921.0","85.0","32.0","2160.0","2016"
"CHN","77.0","7.0","1.3894817110036E13","9977.0","6.8","255221.0","173434.0","843081.0","155912.0","41.0","1427648.0","2018"
"MLI",,,"1.7510141171E10","891.0","5.0","9299.0","3864.0","6004.0","490.0","57.0","19658.0","2019"
"PRK","72.0","14.0",,,,"5162.0","3895.0","14108.0","2385.0","38.0","25550.0","2018"
"VAT",,,,,,,,,,,"1.0","2019"
"VAT",,,,,,,,,,,"1.0","2018"
"MOZ",,,"1.4934159926E10","492.0","2.2","13473.0","6229.0","9790.0","874.0","63.0","30366.0","2019"
"VCT",,,"8.25385185E8","7464.0","0.3","25.0","18.0","57.0","11.0","47.0","111.0","2019"
"PNG","63.0","41.0","2.1723531173E10","2679.0","9.5","2983.0","1573.0","3288.0","263.0","87.0","8108.0","2015"
"NIC","74.0","16.0","1.3286048705E10","2108.0","4.6","1948.0","1205.0","2843.0","308.0","42.0","6304.0","2016"
"VUT","70.0","23.0","8.04332796E8","2890.0","3.5","108.0","52.0","108.0","10.0","75.0","278.0","2016"
"FJI","67.0","21.0","4.682546863E9","5391.0","4.7","259.0","148.0","418.0","43.0","45.0","869.0","2015"
"CIV","56.0","65.0","4.5814637971E10","1973.0","8.8","9885.0","4771.0","7919.0","650.0","51.0","23226.0","2015"
"NOR","82.0","2.0","3.68819929542E11","70459.0","1.1","935.0","678.0","2767.0","871.0","19.0","5251.0","2016"
"MAC","84.0",,"4.5387299721E10","74061.0","-0.7","79.0","75.0","403.0","56.0",,"613.0","2016"
"JOR","74.0","15.0","3.8043450704E10","4105.0","2.4","3334.0","1791.0","3794.0","348.0","10.0","9267.0","2015"
"EGY","71.0","20.0","3.32698041031E11","3599.0","4.4","30796.0","16603.0","40327.0","4717.0","57.0","92443.0","2015"
"SYR","71.0","14.0",,,,"5441.0","3258.0","7658.0","738.0","46.0","17096.0","2017"
"GHA",,,"6.6983634224E10","2202.0","6.5","11366.0","5895.0","12215.0","942.0","43.0","30418.0","2019"
"ARM","75.0","11.0","1.2457941907E10","4220.0","5.2","609.0","367.0","1644.0","332.0","37.0","2952.0","2018"
"KHM","70.0","24.0","2.4571753583E10","1512.0","7.5","5070.0","3080.0","7357.0","742.0","77.0","16250.0","2018"
"ESP","83.0","3.0","1.419735245005E12","30338.0","2.4","6848.0","4478.0","26319.0","9048.0","20.0","46693.0","2018"
"GAB","66.0","33.0","1.6862282414E10","7957.0","0.8","785.0","367.0","892.0","76.0","11.0","2119.0","2018"
"TJK","70.0","33.0","7.854602392E9","929.0","6.0","3030.0","1692.0","3484.0","249.0","73.0","8454.0","2015"
"TKM",,,,,,"1828.0","953.0","2888.0","273.0","48.0","5942.0","2019"
"TJK",,,"8.116626794E9","871.0","7.0","3455.0","1647.0","3931.0","288.0","73.0","9321.0","2019"
"RWA","67.0","31.0","8.582588883E9","755.0","8.9","4615.0","2249.0","4199.0","306.0","83.0","11369.0","2015"
"IRQ","70.0","23.0","1.95473049875E11","5205.0","-2.5","14561.0","7531.0","14248.0","1213.0","30.0","37553.0","2017"
"KHM","69.0","28.0","1.8049954289E10","1163.0","7.0","4905.0","3198.0","6779.0","639.0","78.0","15521.0","2015"
"PRY","74.0","19.0","3.6164068797E10","5407.0","3.1","2036.0","1350.0","2910.0","393.0","39.0","6689.0","2015"
"JPN","84.0","2.0","4.954806619995E12","39159.0","0.3",,,,,"8.0",,"2018"
"UGA","63.0","35.0","3.0756466548E10","747.0","3.9","19480.0","8501.0","12395.0","791.0","77.0","41167.0","2017"
"KIR","68.0","44.0","1.78328873E8","1585.0","5.1","39.0","22.0","47.0","4.0","48.0","113.0","2016"
"TUV",,"22.0","3.5492074E7","3198.0","9.1","4.0","2.0","5.0","1.0","40.0","11.0","2015"
"LTU","75.0","4.0","4.3021972485E10","14999.0","2.6","423.0","352.0","1567.0","548.0","33.0","2890.0","2016"
"IND","69.0","35.0","2.103587817042E12","1606.0","8.0","372623.0","242350.0","621619.0","73560.0","67.0","1310152.0","2015"
"HND","75.0","15.0","2.4024189736E10","2506.0","3.7","3043.0","2022.0","4073.0","450.0","43.0","9588.0","2018"
"GRD","72.0","14.0","1.125685185E9","10153.0","4.4","26.0","18.0","57.0","11.0","64.0","111.0","2017"
"TLS",,,"1.6735403E9","1294.0","3.4","482.0","278.0","477.0","55.0","69.0","1293.0","2019"
"UZB","71.0","22.0","8.1779012351E10","2568.0","6.1","8926.0","5854.0","15360.0","1302.0","49.0","31442.0","2016"
"MNP",,,"1.323E9","23259.0","-19.6","13.0","9.0","31.0","4.0","8.0","57.0","2018"
"MUS","74.0","12.0","1.1692287066E10","9260.0","3.6","244.0","198.0","692.0","125.0","59.0","1259.0","2015"
"ARE","78.0","7.0","4.22215043585E11","43839.0","1.2","1406.0","1161.0","6959.0","104.0","13.0","9631.0","2018"
"SLV","73.0","12.0","2.49792E10","3910.0","2.2","1753.0","1283.0","2834.0","518.0","29.0","6388.0","2017"
"IND","69.0","30.0","2.713165057513E12","2006.0","6.1","365934.0","246377.0","656738.0","83593.0","66.0","1352642.0","2018"
"HND","75.0","16.0","2.1717622071E10","2343.0","3.9","3059.0","1967.0","3833.0","412.0","44.0","9271.0","2016"
"MDG","66.0","39.0","1.3176313233E10","515.0","3.9","10477.0","5262.0","9082.0","749.0","63.0","25571.0","2017"
"ASM",,,,,,"16.0","10.0","25.0","3.0","13.0","55.0","2019"
"CHN","76.0","9.0","1.1061552790044E13","8067.0","7.0","253990.0","186270.0","835303.0","131285.0","45.0","1406848.0","2015"
"ISL","83.0","2.0","2.5737594325E10","72969.0","3.8","67.0","45.0","175.0","50.0","6.0","337.0","2018"
"SMR",,"2.0","1.637931034E9","48481.0","1.2","5.0","3.0","19.0","7.0","3.0","34.0","2018"
"CIV","57.0","61.0","5.1588158718E10","2111.0","7.4","10304.0","5041.0","8397.0","694.0","50.0","24437.0","2017"
"COG","64.0","36.0","1.1662700148E10","2224.0","1.6","2190.0","979.0","1934.0","141.0","33.0","5244.0","2018"
"ARG","76.0","10.0","5.57531376218E11","12790.0","-2.1","10912.0","7025.0","20846.0","4725.0","8.0","43508.0","2016"
"JPN","84.0","2.0","4.866864409658E12","38387.0","2.2",,,,,"8.0",,"2017"
"NAM",,,"1.2366527719E10","4957.0","-1.1","921.0","487.0","996.0","90.0","49.0","2495.0","2019"
"DZA","77.0","20.0","1.73757952824E11","4115.0","1.4","12731.0","6070.0","20740.0","2687.0","27.0","42228.0","2018"
"LBY","73.0","10.0","5.2607888718E10","7877.0","15.1","1891.0","1093.0","3401.0","293.0","20.0","6679.0","2018"
"SLV","73.0","13.0","2.419144E10","3806.0","2.5","1770.0","1295.0","2787.0","504.0","29.0","6356.0","2016"
"CMR","58.0","56.0","3.0928653814E10","1328.0","5.7","10069.0","4646.0","7948.0","636.0","45.0","23298.0","2015"
"LKA",,,"8.4008783756E10","3853.0","2.3","5108.0","3135.0","10769.0","2311.0","81.0","21324.0","2019"
"ZWE","60.0","39.0","1.99631206E10","1445.0","1.8","5878.0","2828.0","4715.0","393.0","68.0","13815.0","2015"
"TZA",,,"6.3177068175E10","1122.0","5.8","25432.0","11301.0","19752.0","1520.0","66.0","58005.0","2019"
"VUT","70.0","22.0","9.06050107E8","3096.0","2.8","114.0","53.0","115.0","11.0","75.0","293.0","2018"
"PAN",,,"6.68008E10","15731.0","3.0","1137.0","699.0","2057.0","353.0","32.0","4246.0","2019"
"SVK","77.0","5.0","9.5481955558E10","17554.0","3.0","836.0","607.0","3183.0","822.0","46.0","5448.0","2017"
"TCD","54.0","73.0","1.0000395242E10","666.0","-3.0","7118.0","3059.0","4470.0","370.0","77.0","15017.0","2017"
"HND",,,"2.5095395475E10","2575.0","2.7","3037.0","2041.0","4197.0","471.0","42.0","9746.0","2019"
"GBR","81.0","4.0","2.666229179958E12","40361.0","1.9","11767.0","7942.0","34813.0","12205.0","17.0","66727.0","2017"
"NOR","82.0","2.0","3.85801550067E11","74356.0","2.0","934.0","675.0","2743.0","848.0","19.0","5200.0","2015"
"IDN","71.0","23.0","9.31877364178E11","3563.0","5.0","71229.0","44472.0","131406.0","14449.0","46.0","261556.0","2016"
"MEX","75.0","12.0","1.077903618176E12","8740.0","2.9","33676.0","22048.0","59132.0","8477.0","20.0","123333.0","2016"
"PRI","79.0",,"1.043367E11","30627.0","-1.3","591.0","441.0","1697.0","554.0","6.0","3283.0","2016"
"GNB","57.0","60.0","1.047808175E9","603.0","6.1","741.0","351.0","599.0","46.0","58.0","1737.0","2015"
"BRA","75.0","14.0","1.802214373741E12","8814.0","-3.5","45844.0","34326.0","107917.0","16384.0","14.0","204472.0","2015"
"ZAF","64.0","30.0","3.49554116684E11","6132.0","1.4","16618.0","9883.0","27533.0","2975.0","34.0","57010.0","2017"
"DMA",,"33.0","5.50892593E8","7691.0","2.3","13.0","13.0","39.0","7.0","30.0","72.0","2018"
"GRD",,,"1.22817037E9","10966.0","3.1","27.0","17.0","58.0","11.0","64.0","112.0","2019"
"KWT",,,"1.34761198946E11","32032.0","0.4","907.0","429.0","2755.0","116.0",,"4207.0","2019"
"KGZ","71.0","18.0","7.7029348E9","1243.0","4.7","1992.0","1051.0","2873.0","273.0","64.0","6190.0","2017"
"SYC",,,"1.698843063E9","17402.0","4.7","23.0","13.0","54.0","8.0","43.0","98.0","2019"
"MAF","79.0",,,,,"10.0","5.0","19.0","3.0",,"36.0","2015"
"MAF","80.0",,,,,"10.0","5.0","19.0","3.0",,"36.0","2016"
"CZE","79.0","3.0","2.15913545038E11","20380.0","4.4","1637.0","1004.0","5978.0","2021.0","26.0","10641.0","2017"
"ARE","77.0","7.0","3.5704506467E11","38142.0","3.1","1347.0","1066.0","6856.0","92.0","14.0","9361.0","2016"
"DZA","76.0","21.0","1.65979418302E11","4178.0","3.7","11405.0","6615.0","19378.0","2330.0","29.0","39728.0","2015"
"MAF","80.0",,,,,"10.0","5.0","19.0","3.0",,"37.0","2017"
"EST","78.0","2.0","2.6859101054E10","20388.0","5.7","214.0","128.0","723.0","255.0","31.0","1319.0","2017"
"GEO","74.0","9.0","1.7599700091E10","4723.0","4.9","792.0","471.0","2145.0","595.0","41.0","4003.0","2018"
"AZE",,,"4.8047647059E10","4794.0","2.2",,,,,"44.0",,"2019"
"MAF","80.0",,,,,"10.0","5.0","19.0","3.0",,"37.0","2018"
"GTM","74.0","22.0","7.3118147808E10","4473.0","3.2","5939.0","3655.0","6823.0","830.0","49.0","17248.0","2018"
"GHA","63.0","37.0","5.50097306E10","1931.0","3.4","10830.0","5593.0","11197.0","863.0","45.0","28482.0","2016"
"CYP","81.0","2.0","2.2638608224E10","26339.0","4.4","199.0","174.0","649.0","158.0","33.0","1180.0","2017"
"ITA",,,"2.001244392042E12","33190.0","0.3","7972.0","5827.0","32817.0","13934.0","29.0","60550.0","2019"
"MAF",,,,,,"10.0","6.0","19.0","4.0",,"38.0","2019"
"SLB","72.0","19.0","1.154650069E9","1914.0","2.5","244.0","115.0","223.0","21.0","78.0","603.0","2015"
"IRN","76.0","12.0",,,,"20022.0","11383.0","45336.0","5059.0","25.0","81800.0","2018"
"GBR","81.0","4.0","2.928591002003E12","44975.0","2.4","11562.0","8079.0","34381.0","11838.0","17.0","65860.0","2015"
"HKG",,,"3.66029556273E11","48756.0","-1.2","917.0","673.0","4545.0","1301.0",,"7436.0","2019"
"TON","71.0","14.0","4.35438217E8","4321.0","3.7","37.0","19.0","39.0","6.0","77.0","101.0","2015"
"ISR","82.0","3.0","3.18950599018E11","37322.0","4.0","2265.0","1201.0","3713.0","930.0","8.0","8109.0","2016"
"IMN",,,"6.592627599E9","79156.0","7.4","13.0","10.0","43.0","17.0","48.0","83.0","2016"
"SUR","71.0","18.0","3.128953537E9","5539.0","-5.6","156.0","99.0","272.0","38.0","34.0","565.0","2016"
"TGO","60.0","49.0","4.819949975E9","626.0","4.4","3205.0","1488.0","2786.0","219.0","59.0","7698.0","2017"
"MLT","82.0","6.0","1.0682394998E10","24003.0","10.9","62.0","54.0","237.0","81.0","6.0","434.0","2015"
"MHL",,"27.0","2.21278E8","3788.0","3.6","22.0","12.0","22.0","3.0","23.0","58.0","2018"
"LTU","76.0","3.0","5.3455170034E10","19081.0","3.6","417.0","299.0","1533.0","552.0","32.0","2801.0","2018"
"IRL","81.0","3.0","2.91499812104E11","61995.0","25.2","1018.0","535.0","2504.0","595.0","37.0","4652.0","2015"
"AND",,,"3.154057987E9","40886.0","1.8",,,,,"12.0",,"2019"
"YEM","66.0","43.0","3.6976204506E10","1395.0","-28.0","10782.0","5844.0","9131.0","741.0","65.0","26498.0","2015"
"SUR","71.0","19.0","4.787367928E9","8562.0","-3.4","156.0","98.0","268.0","37.0","34.0","559.0","2015"
"ESH",,,,,,"153.0","96.0","276.0","14.0",,"539.0","2016"
"ESH",,,,,,"155.0","96.0","286.0","16.0",,"553.0","2017"
"ESH",,,,,,"157.0","97.0","296.0","17.0",,"567.0","2018"
"PHL","71.0","24.0","3.06445871631E11","3001.0","6.3","32964.0","19864.0","44586.0","4699.0","54.0","102113.0","2015"
"ESH",,,,,,"160.0","98.0","306.0","19.0",,"582.0","2019"
"DJI","65.0","53.0","2.603554907E9","2802.0","6.7","282.0","178.0","429.0","41.0","22.0","929.0","2016"
"ARG","76.0","9.0","6.42695864756E11","14592.0","2.7","10952.0","7023.0","21134.0","4829.0","8.0","43937.0","2017"
"BLR","74.0","3.0","6.0031262269E10","6330.0","3.1","1594.0","927.0","5528.0","1403.0","21.0","9453.0","2018"
"ESH",,,,,,"150.0","95.0","268.0","13.0",,"526.0","2015"
"RUS","73.0","6.0","1.669583089323E12","11371.0","2.5","26107.0","13884.0","84357.0","21386.0","26.0","145734.0","2018"
"NGA","54.0","76.0","3.98160403207E11","2033.0","1.9","85924.0","37502.0","67068.0","5381.0","50.0","195875.0","2018"
"HND","74.0","17.0","2.0979767785E10","2302.0","3.8","3073.0","1933.0","3713.0","395.0","45.0","9113.0","2015"
"IRQ","70.0","22.0","2.24228010478E11","5834.0","-0.6","14753.0","7679.0","14724.0","1277.0","30.0","38434.0","2018"
"SWZ",,,"4.405405802E9","3837.0","2.0","434.0","240.0","427.0","46.0","76.0","1148.0","2019"
"IDN","71.0","23.0","8.60854235065E11","3332.0","4.9","70929.0","44022.0","129522.0","13910.0","47.0","258383.0","2015"
"SMR",,"2.0","1.419061356E9","42650.0","2.5","5.0","3.0","19.0","6.0","3.0","33.0","2015"
"SYR","72.0","14.0",,,,"5324.0","3180.0","7678.0","763.0","46.0","16945.0","2018"
"TJK","71.0","31.0","7.157865188E9","806.0","7.6","3237.0","1667.0","3712.0","265.0","73.0","8880.0","2017"
"GNQ","58.0","65.0","1.220091493E10","9668.0","-5.7","471.0","235.0","525.0","31.0","28.0","1262.0","2017"
"BTN","71.0","27.0","2.158972129E9","2931.0","8.1","197.0","152.0","344.0","43.0","61.0","737.0","2016"
"GTM","74.0","23.0","7.1612352781E10","4451.0","3.0","5929.0","3596.0","6596.0","794.0","49.0","16915.0","2017"
"ESP","83.0","3.0","1.195119269972E12","25732.0","3.8","6957.0","4554.0","26458.0","8703.0","20.0","46672.0","2015"
"CAF","51.0","91.0","1.695825708E9","377.0","4.3","2031.0","930.0","1405.0","127.0","60.0","4493.0","2015"
"GUY","70.0","25.0","3.878662621E9","4979.0","4.1","220.0","157.0","352.0","50.0","73.0","779.0","2018"
"SGP","83.0","2.0","3.08004146058E11","55647.0","3.0",,,,,,,"2015"
"MRT","64.0","54.0","6.398744505E9","1537.0","1.3","1682.0","805.0","1546.0","130.0","48.0","4164.0","2016"
"IRL","82.0","3.0","3.3566311396E11","69822.0","8.1","1027.0","558.0","2526.0","642.0","37.0","4753.0","2017"
"ZMB","62.0","45.0","2.1243347377E10","1338.0","2.9","7334.0","3236.0","4983.0","327.0","58.0","15879.0","2015"
