ref_area,indicator,source,sex,classif1,time,obs_value,obs_status,note_classif,note_indicator,note_source
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-24,2018,29.5083,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE25,2018,10.0823,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE15,2018,11.8833,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-64,2018,12.2812,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-24,2018,25.796,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE25,2018,10.3354,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE15,2019,11.4655,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-64,2019,11.9473,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_Y15-24,2019,26.9775,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_T,AGE_YTHADULT_YGE25,2019,9.4739,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE15,2019,11.5848,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-64,2019,12.1299,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_Y15-24,2019,27.7635,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_M,AGE_YTHADULT_YGE25,2019,9.3668,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE15,2019,11.3161,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-64,2019,11.721,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_Y15-24,2019,25.8505,,,,R1:3513
ALB,SDG_0852_SEX_AGE_RT,BA:480,SEX_F,AGE_YTHADULT_YGE25,2019,9.6057,,,,R1:3513
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_T,AGE_YTHADULT_YGE15,2016,1.6355019801,,,,
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_M,AGE_YTHADULT_YGE15,2016,1.0708512462,,,,
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_F,AGE_YTHADULT_YGE15,2016,4.0204489031,,,,
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_T,AGE_YTHADULT_YGE15,2017,2.463,,,,R1:3513
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_T,AGE_YTHADULT_Y15-64,2017,2.469,,,,R1:3513
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_T,AGE_YTHADULT_Y15-24,2017,7.698,,,,R1:3513
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_T,AGE_YTHADULT_YGE25,2017,1.9022,,,,R1:3513
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_M,AGE_YTHADULT_YGE15,2017,1.4115,,,,R1:3513
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_M,AGE_YTHADULT_Y15-64,2017,1.4128,,,,R1:3513
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_M,AGE_YTHADULT_Y15-24,2017,6.0411,,,,R1:3513
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_M,AGE_YTHADULT_YGE25,2017,0.9339,,,,R1:3513
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_F,AGE_YTHADULT_YGE15,2017,6.8072,,,,R1:3513
ARE,SDG_0852_SEX_AGE_RT,BA:716,SEX_F,AGE_YTHADULT_Y15-64,2017,6.8232,,,,R1:3513
